Timestamp,Inverter_ID,DC_Voltage,DC_Current,DC_Power,AC_Power,Ambient_Temperature,Module_Temperature,Irradiance
2026-01-01 12:30:20.823654,INV_001,595.3169325055333,9.716937437678226,5784.6573887467775,4491.246177859399,21.295377076201383,52.99482394349983,1085.2142919229748
2026-01-01 12:45:20.823654,INV_001,589.496603856437,9.22678921830939,5439.160908692575,5066.67815830859,21.534869458305817,46.035554862238435,1049.7327922401264
2026-01-01 13:00:20.823654,INV_001,591.4390787164754,7.7654749209299805,4592.805333030722,4298.558643110468,24.22108061292786,42.09717051368665,897.9087157442546
2026-01-01 13:15:20.823654,INV_001,607.8846604375921,7.587864339954632,4612.5463377398355,4334.369603342342,18.308949138872727,46.7524552304143,830.6016799371279
2026-01-01 13:30:20.823654,INV_001,605.8206800252436,6.855469007184705,4153.184895824619,3860.6717481289247,21.387682750813383,44.019781342527615,791.5911651429726
2026-01-01 13:45:20.823654,INV_001,607.7869782651225,6.460170824322541,3926.407704391502,3815.8394559701246,22.264679678230163,41.14397054756373,782.7056892331776
2026-01-01 14:00:20.823654,INV_001,579.8182931426978,6.773694108932253,3927.5117565118467,3791.9105183489023,25.437276632107725,48.95405525280259,834.8598201539611
2026-01-01 14:15:20.823654,INV_001,602.6885776525604,7.230679450759369,4357.847913639761,4217.328973407289,23.92371667667408,39.677291004735636,765.8092496842502
2026-01-01 14:30:20.823654,INV_001,569.8369342090504,8.643852610866949,4925.586471531317,4661.798449313005,24.58566821979085,45.0452919611422,893.2022370522492
2026-01-01 14:45:20.823654,INV_001,605.9312276865794,7.477023093843839,4530.561782693704,4297.165022554824,24.179233382627398,48.743058854998786,882.3775685872039
2026-01-01 15:00:20.823654,INV_001,667.4459250725334,6.128395811435009,4090.372811573879,3853.2425783518297,30.061936317632423,49.25328769911093,727.0723050199417
2026-01-01 15:15:20.823654,INV_001,620.8498323467884,5.638316517630989,3500.5478646893275,3326.8507028214212,26.949339636915983,37.001902312319686,572.3525620471164
2026-01-01 15:30:20.823654,INV_001,595.7567715657675,5.701578731029777,3396.7541376263453,3260.982364643282,25.492551154469634,44.04220473772664,652.7407892777333
2026-01-01 15:45:20.823654,INV_001,603.5110658790967,6.51638868499431,3932.7126809634015,3789.0212309280128,29.38744111772953,51.907277957802116,736.1700175769301
2026-01-01 16:00:20.823654,INV_001,546.8964790487306,4.107308819639065,2246.2727318264024,2116.1903388316114,31.207721278123497,41.18662012517891,434.1902743812912
2026-01-01 16:15:20.823654,INV_001,559.5537013360853,4.434865979890537,2481.545673977235,2427.148144965623,28.081980324904503,42.262708204860715,541.4364555868779
2026-01-01 16:30:20.823654,INV_001,578.5493633112868,4.436658185610201,2566.825768514591,2443.738653467186,28.623152428821104,37.21181591888335,544.3670942413167
2026-01-01 16:45:20.823654,INV_001,594.8194271052222,3.4073430683079926,2026.75385184191,1908.3306964174471,27.79503547674836,39.421343092236405,407.72181268749836
2026-01-01 17:00:20.823654,INV_001,584.4932778808611,2.9563798966347496,1727.9841764451262,1613.874051112042,31.19385194030349,34.83414342990413,283.58676888334844
2026-01-01 17:15:20.823654,INV_001,601.5378989716914,2.075337298828993,1248.3940383951776,1209.0237504098875,32.427289700756035,36.19151980809123,256.24610251698016
2026-01-01 17:30:20.823654,INV_001,600.1828869148028,1.7222154239682053,1033.6442250464386,995.3805088488433,33.0724681702476,40.948767693212595,210.22125104235408
