Timestamp,Inverter_ID,DC_Voltage,DC_Current,DC_Power,AC_Power,Ambient_Temperature,Module_Temperature,Irradiance,Hour,Day,Month,DayOfWeek,Quarter,Season,Hour_Sin,Hour_Cos,Month_Sin,Month_Cos,DC_AC_Ratio,Conversion_Efficiency,Power_Per_Irradiance,Temp_Difference,Thermal_Stress,Temperature_Efficiency_Loss,Power_Density,Voltage_Current_Product,AC_Power_Rolling_Mean_1h,AC_Power_Rolling_Std_1h,DC_Power_Rolling_Mean_1h,DC_Power_Rolling_Std_1h,Irradiance_Rolling_Mean_1h,Irradiance_Rolling_Std_1h,Module_Temperature_Rolling_Mean_1h,Module_Temperature_Rolling_Std_1h,Is_Daytime,Is_Peak_Hour,Is_Anomaly,Anomaly_Score,Severity,Anomaly_Type,Energy_Loss_kWh
2026-01-01 12:30:20.823654,INV_001,595.3169325055333,9.716937437678226,5784.6573887467775,4491.246177859399,21.295377076201383,52.99482394349983,1085.2142919229748,12,1,1,3,1,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,1.287984928542896,0.7764066002975506,4.138580008711859,31.699446867298448,57.51074034142788,0.13997411971749915,0.7764066002975506,5784.6573887467775,4491.246177859399,0.0,5784.6573887467775,0.0,1085.2142919229748,0.0,52.99482394349983,0.0,1,1,1,-0.6704212270503127,Moyenne,Défaut de conversion DC/AC,0.0
2026-01-01 19:30:20.823654,INV_001,612.5133469553001,0.0,0.0,0.0,29.12994459641477,37.29045209618363,0.0,19,1,1,3,1,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,8.160507499768858,0.0,0.06145226048091814,0.0,0.0,224.58086509993143,272.71243825843294,236.1369131613231,287.6865710978852,3.048110300508159e-14,0.0,32.66810134676062,3.332978569569237,0,0,1,-0.6042139865332715,Élevée,Défaut de conversion DC/AC,386.57828236379055
2026-01-01 22:45:20.823654,INV_001,590.315318542675,0.6334555745933114,373.9385292986838,187.1604076316533,28.302701972958978,23.74459207509694,0.0,22,1,1,3,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,1.9979574314492166,0.5005111601689153,187160407.6316533,-4.558109897862039,0.0,-0.006277039624515304,0.5005111601689153,373.9385292986838,186.673928558541,153.2064787205144,253.98041911281678,180.67597395549578,0.0,0.0,23.08450273586206,2.4757620480373403,0,0,1,-0.6103646389153237,Élevée,Défaut de conversion DC/AC,339.78818045587724
2026-01-01 23:15:20.823654,INV_001,573.9961431681312,0.7715338259295419,442.85744040730935,264.8161284260102,20.53941516835663,14.554530453683682,0.0,23,1,1,3,1,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,1.672320494099828,0.5979714997776244,264816128.42601022,-5.984884714672948,0.0,-0.05222734773158159,0.5979714997776244,442.85744040730935,206.80836389542537,158.00375333265825,302.1726012126411,203.5525000427989,0.0,0.0,21.224426534934242,4.897389674585192,0,0,1,-0.6010451143877297,Élevée,Défaut de conversion DC/AC,320.374250257288
2026-01-02 07:00:20.823654,INV_001,588.9270138930564,1.3397683528896946,789.0257753757464,577.4902888612731,10.126681017200202,12.36951924013131,213.94260760756922,7,2,1,4,1,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1.3663013720374226,0.7319029443041456,2.6992766547058067,2.242838222931109,2.646367201085691,-0.06315240379934345,0.7319029443041456,789.0257753757464,171.6677668071996,275.4004281355338,226.00801763459896,379.24030464155976,53.485651901892304,106.97130380378326,7.933008736400319,3.6178957181290157,1,0,1,-0.5845807760053177,Moyenne,Défaut de conversion DC/AC,242.20571014847226
2026-01-02 13:30:20.823654,INV_001,588.2382634737089,9.521834042026027,5601.107121966237,3264.8869501004815,27.665572654500178,55.690573798139,1058.1257256926178,13,2,1,4,1,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,1.7155592845498973,0.5829002871081425,3.0855378219614167,28.02500114363882,58.92762881439412,0.153452868990695,0.5829002871081425,5601.107121966237,4276.92118608166,744.3173708054334,4948.618145377597,497.09179020389604,926.6940363015174,119.28515754793972,46.748037176097306,6.568671458363707,1,1,1,-0.6994150186324624,Élevée,Défaut de conversion DC/AC,0.0
2026-01-02 15:15:20.823654,INV_001,584.4436662481825,6.389563987406239,3734.340202527058,2011.5692850389764,26.32818607987389,41.265321562402406,766.3868226672789,15,2,1,4,1,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,1.8564313088516209,0.5386679240255249,2.6247440886487423,14.937135482528515,31.625198678553133,0.08132660781201204,0.5386679240255249,3734.340202527058,3360.2964789021453,1228.2787581403638,3939.477661498435,874.8645535988169,780.6019068415169,122.58647905835117,45.03672117619156,6.11239214943841,1,0,1,-0.6339306853925744,Élevée,Défaut de conversion DC/AC,0.0
2026-01-02 19:30:20.823654,INV_001,600.5663675226092,0.014878069747872594,8.935268304227867,5.8765166608651125,29.58014795517737,31.624650047295244,0.0,19,2,1,4,1,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,1.5205039480664915,0.6576765020484099,5876516.660865113,2.044502092117874,0.0,0.03312325023647622,0.6576765020484099,8.935268304227867,142.33505878762568,121.6058793076985,150.51757510308084,126.60020709554526,2.7808427438922195e-14,0.0,30.584885832440875,2.787143524998815,0,0,1,-0.5702521736854808,Élevée,Défaut de conversion DC/AC,385.1091531985743
2026-01-02 23:45:20.823654,INV_001,592.1332237534527,0.014372411467408744,8.510382335307831,4.866170010242206,20.921072476466676,22.02709240308538,0.0,23,2,1,4,1,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,1.7488868182797876,0.5717921060093106,4866170.010242206,1.1060199266187034,0.0,-0.0148645379845731,0.5717921060093106,8.510382335307831,95.72169130943288,117.05841578112879,101.20015418165907,121.3115559410061,0.0,0.0,25.635373678942305,2.9442482307384803,0,0,1,-0.5606001793318258,Élevée,Défaut de conversion DC/AC,385.36173986123
2026-01-03 09:45:20.823654,INV_001,594.7720015008975,6.720021280052938,3996.88050686571,2219.1354428890577,14.06883279881729,36.31128381690779,734.9272573185752,9,3,1,5,1,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,1.8010980437774162,0.5552168593786787,3.0195307328322145,22.2424510180905,26.68615222527641,0.05655641908453895,0.5552168593786787,3996.88050686571,3243.4411136398867,754.4462903366934,3840.6141047105584,419.1381295700934,705.0349211934079,46.16322892360852,31.937608459884217,3.3792473473680213,1,0,1,-0.648410461025212,Élevée,Défaut de conversion DC/AC,0.0
